TOKEN USAGE REPORT
==================
Target Directory: E:\tmp\pos-arch\Document-Series
Total Files Scanned: 2539
Total Tokens: 13,721,937
Time Taken: 21.77 seconds
==================

TOKENS     | FILE PATH
7849       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-12_Vendor-Bills-Payments\Group-A_Vendor-Bill-Model-Core\03_Tasks-13-16_Matching-Number-Index-Migration.md
7818       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-03_WebXPay-Integration\Group-F_Frontend-Testing\02_Tasks-83-88_Testing-Switch-Documentation.md
7814       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-07_Payment-Recording\Group-A_Payment-Model-Methods\01_Tasks-01-06_App-Setup-Model-Core.md
7810       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-09_Domex-Other-Couriers\Group-E_Fallback-Reliability\01_Tasks-73-78_Fallback-Logic.md
7801       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-11_API-Documentation\Group-F_Testing-Validation\02_Tasks-75-78_Feature-CI-Tests.md
7787       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-05_Role-Permission-System\Group-F_API-Endpoints-Testing\02_Tasks-81-86_API-Views.md
7787       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-C_Default-Chart-Setup\01_Tasks-35-40_Asset-Accounts.md
7783       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-10_File-Storage-Configuration\Group-F_Testing-Documentation\01_Tasks-75-78_Test-Setup-Isolation.md
7767       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-02_POS-Offline-Mode\Group-B_Local-Data-Caching\02_Tasks-25-30_Versioning-Cache-Service.md
7754       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-04_Product-Detail-Page\Group-F_Related-Products-Testing\02_Tasks-91-94_Final-Testing.md
7726       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-04_Product-Detail-Page\Group-B_Image-Gallery\01_Tasks-17-26_Gallery-Lightbox-Thumbnails.md
7711       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-04_Smart-Search-Backend\Group-A_Search-Engine-Setup\02_Tasks-10-16_Config-Migration.md
7690       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-04_Product-Detail-Page\Group-E_Tabs-Reviews\01_Tasks-69-75_Tabs-Description-Specs.md
7681       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-04_Product-Detail-Page\Group-E_Tabs-Reviews\02_Tasks-76-82_Reviews.md
7678       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-07_Shipping-Zone-Configuration\Group-C_Rate-Calculation\01_Tasks-35-42_Rate-Model-Service.md
7675       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-05_Order-Management\Group-F_Order-API-Testing-Documentation\02_Tasks-88-92_Fulfillment-Return-URLs-Tests-Docs.md
7663       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-09_Domex-Other-Couriers\Group-E_Fallback-Reliability\02_Tasks-79-82_Status-Alert-Verify.md
7656       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-12_Customer-Vendor-UI\Group-F_Import-Export-Testing\02_Tasks-91-96_Testing-Verify.md
7642       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-06_Payroll-Processing\Group-B_PayrollRun-EmployeePayroll\02_Tasks-23-34_EmployeePayroll-Model.md
7631       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-C_Default-Chart-Setup\04_Tasks-49-50_Expense-Accounts.md
7630       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-05_Role-Permission-System\Group-E_Permission-Decorators-Mixins\04_Tasks-76-78_JWT-Response.md
7592       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-12_Tax-Reporting\Group-D_EPF-ETF-Returns\02_Tasks-63-68_ETF-Return.md
7591       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-06_AI-Chatbot-Backend\Group-A_Chatbot-Models\02_Tasks-12-16_Intent-Migration.md
7585       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-11_Platform-Analytics-AI\Group-A_Data-Collection\01_Tasks-01-08_Usage-Events.md
7582       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-05_State-Management\Group-C_Auth-State-Store\02_Tasks-41-44_Selectors-Persistence-Hook.md
7577       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-06_Product-Pricing\Group-F_Testing-Documentation\01_Tasks-81-84_Model-Tax-Tier-Tests.md
7566       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-01_NextJS-Project-Setup\Group-A_Project-Initialization\01_Tasks-01-08_Project-PackageManager-Setup.md
7561       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-02_POS-Offline-Mode\Group-E_Frontend-Offline-Components\01_Tasks-73-78_Status-Indicators.md
7531       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-06_Core-Middleware-Stack\Group-E_Rate-Limiting-Middleware\04_Tasks-71-74_Response-Testing.md
7519       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-06_Authentication-UI\Group-D_Password-Reset-Flow\01_Tasks-47-52_Forgot-Password.md
7508       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-06_Product-Pricing\Group-A_Price-Type-Models\02_Tasks-05-09_Price-Fields-Manager.md
7500       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-10_Waybill-Generation\Group-E_Batch-Printing-Archive\01_Tasks-67-74_Service-Batch-Queue.md
7493       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-09_Inventory-Management\Group-B_Stock-Movement-Tracking\03_Tasks-31-36_Meta-Manager-Validation-Admin.md
7486       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-06_Product-Pricing\Group-C_Tiered-Volume-Pricing\03_Tasks-47-52_Admin-Cart-Reports.md
7483       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-04_Smart-Search-Backend\Group-A_Search-Engine-Setup\01_Tasks-01-09_Install-Client.md
7452       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-10_Waybill-Generation\Group-B_PDF-Generation-Engine\01_Tasks-17-25_Libraries-Sizes.md
7434       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-07_AI-Chatbot-Frontend\Group-C_Message-Components\01_Tasks-35-45_List-Bubble-Typing.md
7426       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-14_Settings-Configuration-UI\Group-A_Settings-Routes-Layout\02_Tasks-08-14_Layout-Navigation.md
7422       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-12_Customer-Vendor-UI\Group-C_Customer-Profile-360-View\01_Tasks-33-44_Customer-Profile.md
7413       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-05_Bank-Transfer-Upload\Group-A_Bank-Account-Configuration\01_Tasks-01-07_Model-Fields.md
7401       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-06_Product-Pricing\Group-D_Scheduled-Promotional-Pricing\03_Tasks-64-68_Cleanup-Analytics-Tests.md
7399       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-09_Inventory-Management-UI\Group-F_Warehouse-Management-Testing\01_Tasks-79-88_Warehouse-CRUD.md
7392       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-06_Shopping-Cart\Group-E_Coupon-Summary\01_Tasks-71-77_Coupon-Functionality.md
7379       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-02_POS-Offline-Mode\Group-D_Sync-Engine-Conflict-Resolution\01_Tasks-53-59_Sync-Engine-Push.md
7364       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-01_Webstore-Project-Structure\Group-D_Store-API-Client\01_Tasks-47-53_Client-Core-Modules.md
7359       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-10_Waybill-Generation\Group-E_Batch-Printing-Archive\02_Tasks-75-80_Archive-Reprint-Verify.md
7345       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-C_Default-Chart-Setup\02_Tasks-41-44_Liability-Accounts.md
7343       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-05_Order-Management\Group-A_Order-Model-Status-System\01_Tasks-01-06_App-Setup-Model-Core.md
7334       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-02_Department-Designations\Group-A_Department-Model-Hierarchy\02_Tasks-09-16_Manager-Location-Budget-Index.md
7332       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-01_Payment-Gateway-Architecture\Group-F_Admin-Testing\01_Tasks-83-90_Admin-Reports.md
7331       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-D_Account-Management-Features\01_Tasks-51-55_COA-Fixtures-Templates.md
7328       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-10_Stock-Alerts-Reordering\Group-C_Scheduled-Monitoring-Tasks\01_Tasks-35-40_Monitoring-Task-Checks.md
7326       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-02_Storefront-Layout\Group-E_Footer-Components\02_Tasks-78-82_Social-Bottom-Payment.md
7325       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-06_Invoice-System\Group-B_Invoice-LineItems-Tax-Calculation\01_Tasks-19-24_LineItem-Model-Core.md
7318       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-10_Sales-Orders-UI\Group-A_Sales-Routes-Pages-Structure\02_Tasks-08-14_Quotes-Loading-Verify.md
7304       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-02_PayHere-Integration\Group-E_Verification-Refunds\01_Tasks-67-71_Verify-Reconcile.md
7303       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-04_Quote-Management\Group-A_Quote-Model-Status-System\01_Tasks-01-06_App-Setup-Model-Core.md
7256       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-01_Payment-Gateway-Architecture\Group-A_Payment-Models-Core\02_Tasks-11-18_Refund-Webhook-Migrations.md
7234       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-06_Authentication-UI\Group-A_Auth-Route-Group-Layout\02_Tasks-08-14_Auth-Components-Metadata.md
7226       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-09_Inventory-Management\Group-C_Stock-Operations-Services\01_Tasks-37-42_Stock-Service-In-Out-Transfer.md
7222       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-09_Customer-Credit-Loyalty\Group-B_Credit-Transactions-Aging\03_Tasks-28-32_Statements-Reminders-Suspension.md
7208       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-06_Core-Middleware-Stack\Group-F_Timezone-Configuration\04_Tasks-86-88_Documentation.md
7197       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-07_Shipping-Zone-Configuration\Group-D_Delivery-Estimation\02_Tasks-59-64_Options-API-Verify.md
7191       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-08_Customer-Module\Group-A_Customer-Model-Profile\01_Tasks-01-06_App-Setup-Model-Core.md
7183       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-09_Domex-Other-Couriers\Group-A_Domex-Integration\01_Tasks-01-08_Configuration-Client.md
7174       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-01_Payment-Gateway-Architecture\Group-F_Admin-Testing\02_Tasks-91-96_Tests-Documentation.md
7147       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-06_Core-Middleware-Stack\Group-D_Security-Headers-Middleware\03_Tasks-53-56_Advanced-Headers.md
7142       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-C_Default-Chart-Setup\03_Tasks-45-48_Equity-Revenue-Accounts.md
7112       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-09_Realtime-Sync-Engine\Group-B_ERP-Sync-Publisher\02_Tasks-27-32_Batch-Throttle.md
7080       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-11_POS-Interface\Group-C_Cart-Management\01_Tasks-35-44_CartUI-Items.md
7074       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-07_Shipping-Zone-Configuration\Group-A_Location-Data-Models\02_Tasks-10-18_City-Seed-Verify.md
7067       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-12_Tax-Reporting\Group-A_Tax-Configuration\01_Tasks-01-08_Tax-Module-Enums-Config.md
7053       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-01_AI-Infrastructure-Setup\Group-D_Model-Serving\01_Tasks-53-61_Registry-Loader-Cache.md
7036       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-04_Product-Detail-Page\Group-F_Related-Products-Testing\01_Tasks-83-90_Related-Recent-CrossSell.md
6981       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-01_Employee-Management\Group-A_Employee-Model-Core-Fields\01_Tasks-01-06_App-Setup-Choices.md
6978       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-04_KOKO-MintPay-BNPL\Group-A_BNPL-Configuration\01_Tasks-01-08_Constants-Settings.md
6972       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-08_Celery-Task-Queue\Group-E_Monitoring-Retry\02_Tasks-67-73_Retry-Policies.md
6943       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-07_AI-Chatbot-Frontend\Group-B_Chat-Widget\02_Tasks-29-34_Animation-Layout.md
6942       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-12_Customer-Vendor-UI\Group-B_Customer-Listing-Filters\01_Tasks-15-26_Customer-List-Filters.md
6938       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-07_Product-Media\Group-D_WebP-Conversion-Optimization\02_Tasks-55-60_Responsive-CDN-Placeholder.md
6928       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-04_Quote-Management\Group-D_Quote-PDF-Generation\03_Tasks-65-68_QR-Storage-Regeneration-Download.md
6918       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-08_Warehouse-Locations\Group-C_Location-Barcodes-Scanning\01_Tasks-37-41_Barcode-Generator.md
6907       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-11_Static-Pages-CMS\Group-D_Policy-Pages\01_Tasks-53-61_Terms-Privacy-Returns.md
6880       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-09_Realtime-Sync-Engine\Group-D_Bidirectional-Sync\01_Tasks-51-62_Order-Shipment.md
6855       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-06_Invoice-System\Group-A_Invoice-Model-Types\02_Tasks-07-12_Business-Compliance-Financial.md
6848       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-10_Stock-Alerts-Reordering\Group-B_Stock-Alert-System\02_Tasks-23-28_Lifecycle-Manager-Deduplication.md
6828       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-10_Stock-Alerts-Reordering\Group-E_Serializers-API-Views\01_Tasks-69-72_Serializers.md
6807       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-07_Shipping-Zone-Configuration\Group-D_Delivery-Estimation\01_Tasks-51-58_Estimator-Delivery.md
6780       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-04_KOKO-MintPay-BNPL\Group-D_Eligibility-Verification\01_Tasks-51-58_Service-NIC-Validation.md
6777       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-06_Invoice-System\Group-C_Invoice-Generation-Services\02_Tasks-41-46_Validation-Overdue-Aging-History.md
6763       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-07_Payment-Recording\Group-E_Payment-Receipts-Notifications\01_Tasks-65-70_Payment-Receipt-Model-Generation.md
6745       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-06_Invoice-System\Group-D_Credit-Notes-Debit-Notes\01_Tasks-51-56_Credit-Note-System.md
6736       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-D_Account-Management-Features\02_Tasks-56-58_COA-Initializer-Service.md
6732       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-01_POS-Terminal-Core\Group-A_POS-Terminal-Session-Models\02_Tasks-06-10_Terminal-Fields-Meta.md
6731       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-11_Platform-Analytics-AI\Group-D_Fraud-Detection\02_Tasks-59-66_Features-API.md
6726       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-09_Inventory-Management-UI\Group-F_Warehouse-Management-Testing\02_Tasks-89-92_Edit-Delete-Testing.md
6716       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-06_Invoice-System\Group-B_Invoice-LineItems-Tax-Calculation\02_Tasks-25-28_Tax-HSN-Total-Migration.md
6715       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-02_POS-Offline-Mode\Group-A_Offline-Data-Architecture\01_Tasks-01-06_Submodule-Schema-Design.md
6699       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-09_Customer-Portal\Group-C_Order-Details-Tracking\02_Tasks-46-52_Cards-Actions-Verify.md
6694       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-09_Customer-Portal\Group-D_Addresses\01_Tasks-53-61_Grid-Cards.md
6684       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-09_Realtime-Sync-Engine\Group-E_Sync-Monitoring\01_Tasks-67-80_Metrics-Alerts.md
6662       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-11_Platform-Analytics-AI\Group-F_Alerts-Testing\01_Tasks-81-88_Alerts-Testing.md
6646       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-06_Invoice-System\Group-D_Credit-Notes-Debit-Notes\02_Tasks-57-62_Debit-Note-Balance.md
6638       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-04_API-Client-Layer\Group-B_Authentication-Token-Management\01_Tasks-15-21_Token-Storage-Module.md
6633       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-11_POS-Interface\Group-C_Cart-Management\02_Tasks-45-52_State-Persistence.md
6633       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-09_Customer-Portal\Group-C_Order-Details-Tracking\01_Tasks-37-45_Detail-Tracking.md
6631       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-03_Product-Base-Model\Group-F_Testing-Documentation\03_Tasks-96-98_Documentation-Integration.md
6613       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-11_Purchase-Orders\Group-C_PO-Creation-Sending\01_Tasks-35-42_PO-Service-Creation.md
6612       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-01_AI-Infrastructure-Setup\Group-A_ML-Dependencies-Config\02_Tasks-09-16_App-Constants-Utilities.md
6594       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-09_Customer-Portal\Group-E_Wishlist-Reviews\02_Tasks-77-84_Reviews.md
6589       | ./Document-Series\Phase-02_Database-Architecture-MultiTenancy\SubPhase-03_Public-Schema-Design\00_TASKS_SUMMARY.md
6576       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-04_KOKO-MintPay-BNPL\Group-C_MintPay-Processor-Implementation\01_Tasks-35-42_Processor-Builders.md
6572       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-02_POS-Offline-Mode\Group-B_Local-Data-Caching\03_Tasks-31-34_Service-Worker-Cache.md
6568       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-07_Product-Media\Group-C_Variant-Images-Gallery\01_Tasks-33-39_VariantImage-Model.md
6547       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-E_Admin-Serializers\01_Tasks-67-71_Account-Admin-Config.md
6528       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-11_API-Documentation\Group-F_Testing-Validation\01_Tasks-71-74_Schema-Tests.md
6510       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-06_Product-Pricing\Group-E_Price-Serializers-API-Views\01_Tasks-69-73_Price-Serializers.md
